date,feature_index,CO
2025-11-16T00:00:00.000Z,0,
2026-01-03T00:00:00.000Z,0,
2026-01-04T00:00:00.000Z,0,
2026-01-06T00:00:00.000Z,0,
2026-01-10T00:00:00.000Z,0,
2026-01-07T00:00:00.000Z,0,
2026-01-08T00:00:00.000Z,0,
2026-01-05T00:00:00.000Z,0,
2026-01-09T00:00:00.000Z,0,
2026-06-03T00:00:00.000Z,0,0.03354618884623051
2026-05-29T00:00:00.000Z,0,0.026753539219498634
2026-06-02T00:00:00.000Z,0,0.027155105955898762
2026-06-01T00:00:00.000Z,0,0.031053125858306885
2026-05-30T00:00:00.000Z,0,
2026-05-28T00:00:00.000Z,0,0.031095276586711407
2026-05-27T00:00:00.000Z,0,0.03110289480537176
2026-05-31T00:00:00.000Z,0,0.026320751756429672
2026-07-21T00:00:00.000Z,0,0.034135714173316956
2026-07-15T00:00:00.000Z,0,0.024871690198779106
2026-07-20T00:00:00.000Z,0,0.03275858797132969
2026-07-17T00:00:00.000Z,0,
2026-07-16T00:00:00.000Z,0,0.031052134931087494
2026-07-14T00:00:00.000Z,0,0.03786311484873295
2026-07-19T00:00:00.000Z,0,0.03185519762337208
2026-07-18T00:00:00.000Z,0,0.03478889912366867
2026-08-10T00:00:00.000Z,0,0.03961284086108208
2026-08-07T00:00:00.000Z,0,0.035533357411623
2026-08-09T00:00:00.000Z,0,0.03707396052777767
2026-08-08T00:00:00.000Z,0,0.0328565388917923
2026-08-13T00:00:00.000Z,0,0.03763050027191639
2026-08-12T00:00:00.000Z,0,0.03010505810379982
2026-08-11T00:00:00.000Z,0,0.037564050406217575
2026-08-14T00:00:00.000Z,0,0.031243333593010902
